"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.mention_id_1","Input.mention_id_2","Input.mention_id_3","Input.mention_id_4","Input.mention_id_5","Input.s1","Input.s2","Input.s3","Input.s4","Input.s5","Input.m1","Input.m2","Input.m3","Input.m4","Input.m5","Answer.taskAnswers","Approve","Reject"
"37VHPF5VYCGUTEJG70OVKKGZTX08CD","3S3GY25K17OBMZ4A1VAM63J385YKZK","中文词语分类 (entity classification/typing)","标注语句中的词语所代表的实体 的种类","chinese, text, classification, entity, named entity, type, typing, mention, nlp, natural language processing, text mining","$0.10","Tue Oct 08 02:29:23 PDT 2019","4","BatchId:3793008;OriginalHitTemplateId:928390909;","3600","604800","Tue Oct 15 02:29:23 PDT 2019","","","33PPO7FECWS0AWZ16K0Y6ZOHRKQIDB","A24Y1NVEEY1ADM","Submitted","Tue Oct 08 08:06:20 PDT 2019","Tue Oct 08 08:11:46 PDT 2019","Tue Oct 15 08:11:46 PDT 2019","","","","326","0% (0/0)","0% (0/0)","0% (0/0)","12701","272","12577","18761","3295","给中央军委副主席、国务委员兼国防部长迟浩田上将致唁函的有：<mark>南斯拉夫联盟共和国国防部</mark>长帕·布拉托维奇。","出乎意料的是，新年前夕，<mark>我</mark>意外地收到阿朵寄来的贺年卡。","他们重申支持世界贸易组织成员的普遍性，支持中国以及申请加入世界贸易组织的东盟国家早日加入<mark>世界贸易组织</mark>。","迄今为止，支付宝快捷支付签约合作的银行已超过100家，用户突破2000万，交易笔数占<mark>支付宝</mark>整体交易的比重也已提升到36%。","据新华社拉萨1月7日电(记者尕玛多吉)受国务院委派，由国家经贸委、民政部、交通部、<mark>卫生部</mark>、解放军总参谋部和总后勤部组成的赴藏慰问组一行11人今晨抵达拉萨。","南斯拉夫联盟共和国国防部","我","世界贸易组织","支付宝","卫生部","[{""FineTypeA0"":""government agency"",""FineTypeA1"":""person"",""FineTypeA2"":""governing body"",""FineTypeA3"":""company"",""FineTypeA4"":""government agency"",""FineTypeB0"":""military"",""FineTypeB1"":""identification"",""FineTypeB2"":""trade"",""FineTypeB3"":""payment"",""FineTypeB4"":""health"",""NA0"":{""on"":false},""NA1"":{""on"":false},""NA2"":{""on"":false},""NA3"":{""on"":false},""NA4"":{""on"":false}}]"
"37VHPF5VYCGUTEJG70OVKKGZTX08CD","3S3GY25K17OBMZ4A1VAM63J385YKZK","中文词语分类 (entity classification/typing)","标注语句中的词语所代表的实体 的种类","chinese, text, classification, entity, named entity, type, typing, mention, nlp, natural language processing, text mining","$0.10","Tue Oct 08 02:29:23 PDT 2019","4","BatchId:3793008;OriginalHitTemplateId:928390909;","3600","604800","Tue Oct 15 02:29:23 PDT 2019","","","3ZQIG0FLQFT458JSMM47DC3W626WV9","A3BHWNI7NMNI15","Submitted","Tue Oct 08 05:41:27 PDT 2019","Tue Oct 08 05:45:51 PDT 2019","Tue Oct 15 05:45:51 PDT 2019","","","","264","0% (0/0)","0% (0/0)","0% (0/0)","12701","272","12577","18761","3295","给中央军委副主席、国务委员兼国防部长迟浩田上将致唁函的有：<mark>南斯拉夫联盟共和国国防部</mark>长帕·布拉托维奇。","出乎意料的是，新年前夕，<mark>我</mark>意外地收到阿朵寄来的贺年卡。","他们重申支持世界贸易组织成员的普遍性，支持中国以及申请加入世界贸易组织的东盟国家早日加入<mark>世界贸易组织</mark>。","迄今为止，支付宝快捷支付签约合作的银行已超过100家，用户突破2000万，交易笔数占<mark>支付宝</mark>整体交易的比重也已提升到36%。","据新华社拉萨1月7日电(记者尕玛多吉)受国务院委派，由国家经贸委、民政部、交通部、<mark>卫生部</mark>、解放军总参谋部和总后勤部组成的赴藏慰问组一行11人今晨抵达拉萨。","南斯拉夫联盟共和国国防部","我","世界贸易组织","支付宝","卫生部","[{""FineTypeA0"":""government agency"",""FineTypeA2"":""international organization"",""FineTypeA3"":""online service"",""FineTypeA4"":""government agency"",""FineTypeB0"":""armed forces"",""FineTypeB2"":""trade"",""FineTypeB3"":""payment method"",""FineTypeB4"":""health"",""NA0"":{""on"":false},""NA1"":{""on"":true},""NA2"":{""on"":false},""NA3"":{""on"":false},""NA4"":{""on"":false}}]"
"3YGE63DIN8ALPNKITNBH3ZHK2F60WR","3S3GY25K17OBMZ4A1VAM63J385YKZK","中文词语分类 (entity classification/typing)","标注语句中的词语所代表的实体 的种类","chinese, text, classification, entity, named entity, type, typing, mention, nlp, natural language processing, text mining","$0.10","Tue Oct 08 02:29:23 PDT 2019","4","BatchId:3793008;OriginalHitTemplateId:928390909;","3600","604800","Tue Oct 15 02:29:23 PDT 2019","","","38SKSKU7R2AJ88NTJ1YMPCWM0X8ILF","A245MBNLYBTMHB","Submitted","Tue Oct 08 17:25:16 PDT 2019","Tue Oct 08 17:30:03 PDT 2019","Tue Oct 15 17:30:03 PDT 2019","","","","287","0% (0/0)","0% (0/0)","0% (0/0)","13064","16138","14348","10161","13396","<mark>刘华清</mark>指出，学习邓小平新时期军队建设思想，一定要在认真研读原著上下功夫，完整准确地掌握理论的科学体系和精神实质；","不过有点小遗憾的是，<mark>马自达8</mark>采用的是单天窗设计，是4款车型里天窗面积最小的。","本报北京１２月１３日讯记者唐维红报道：今天上午，由中宣部、<mark>全国人大内司委</mark>、共青团中央、国家教委和司法部组成的全国保护明天行动组委会，在人民大会堂隆重表彰“全国未成年人保护工作先进集体”和“中国保护未成年人杰出（优秀）公民”。","在东盟成立三十周年之际，<mark>东盟</mark>各国和中国、日本、韩国的领导人会聚一堂，共同探讨面向二十一世纪的东亚经济合作，展望东亚未来发展的前景，是一个重大创举。","国家教委副主任<mark>柳斌</mark>在讲话中强调，各地要从本地实际出发，认真研究、制定加强中小学德育工作的具体措施，如落实德育经费投入科目单列，培养一批德育专家和特级教师，加强师德建设和改善德育师资待遇等。","刘华清","马自达8","全国人大内司委","东盟","柳斌","[{""FineTypeA0"":""person"",""FineTypeA1"":""brand"",""FineTypeA2"":""position"",""FineTypeA3"":""nation"",""FineTypeA4"":""person"",""FineTypeB0"":""politician"",""FineTypeB1"":""car"",""FineTypeB2"":""role"",""FineTypeB3"":""group"",""FineTypeB4"":""politician"",""NA0"":{""on"":false},""NA1"":{""on"":false},""NA2"":{""on"":false},""NA3"":{""on"":false},""NA4"":{""on"":false}}]"
"3YGE63DIN8ALPNKITNBH3ZHK2F60WR","3S3GY25K17OBMZ4A1VAM63J385YKZK","中文词语分类 (entity classification/typing)","标注语句中的词语所代表的实体 的种类","chinese, text, classification, entity, named entity, type, typing, mention, nlp, natural language processing, text mining","$0.10","Tue Oct 08 02:29:23 PDT 2019","4","BatchId:3793008;OriginalHitTemplateId:928390909;","3600","604800","Tue Oct 15 02:29:23 PDT 2019","","","3KYQYYSHYWKA6IA44FD3QWK33T4DOG","A3BHWNI7NMNI15","Submitted","Tue Oct 08 05:45:52 PDT 2019","Tue Oct 08 05:58:34 PDT 2019","Tue Oct 15 05:58:34 PDT 2019","","","","762","0% (0/0)","0% (0/0)","0% (0/0)","13064","16138","14348","10161","13396","<mark>刘华清</mark>指出，学习邓小平新时期军队建设思想，一定要在认真研读原著上下功夫，完整准确地掌握理论的科学体系和精神实质；","不过有点小遗憾的是，<mark>马自达8</mark>采用的是单天窗设计，是4款车型里天窗面积最小的。","本报北京１２月１３日讯记者唐维红报道：今天上午，由中宣部、<mark>全国人大内司委</mark>、共青团中央、国家教委和司法部组成的全国保护明天行动组委会，在人民大会堂隆重表彰“全国未成年人保护工作先进集体”和“中国保护未成年人杰出（优秀）公民”。","在东盟成立三十周年之际，<mark>东盟</mark>各国和中国、日本、韩国的领导人会聚一堂，共同探讨面向二十一世纪的东亚经济合作，展望东亚未来发展的前景，是一个重大创举。","国家教委副主任<mark>柳斌</mark>在讲话中强调，各地要从本地实际出发，认真研究、制定加强中小学德育工作的具体措施，如落实德育经费投入科目单列，培养一批德育专家和特级教师，加强师德建设和改善德育师资待遇等。","刘华清","马自达8","全国人大内司委","东盟","柳斌","[{""FineTypeA1"":""car"",""FineTypeA3"":""international organization"",""FineTypeA4"":""officer"",""FineTypeB1"":""machine"",""FineTypeB2"":""organization"",""FineTypeB3"":""association"",""FineTypeB4"":""education"",""NA0"":{""on"":true},""NA1"":{""on"":false},""NA2"":{""on"":true},""NA3"":{""on"":false},""NA4"":{""on"":false}}]"
"3YGE63DIN8ALPNKITNBH3ZHK2F60WR","3S3GY25K17OBMZ4A1VAM63J385YKZK","中文词语分类 (entity classification/typing)","标注语句中的词语所代表的实体 的种类","chinese, text, classification, entity, named entity, type, typing, mention, nlp, natural language processing, text mining","$0.10","Tue Oct 08 02:29:23 PDT 2019","4","BatchId:3793008;OriginalHitTemplateId:928390909;","3600","604800","Tue Oct 15 02:29:23 PDT 2019","","","3ND9UOO81LF1937Y8I21Q35UF4SWLE","A24Y1NVEEY1ADM","Submitted","Tue Oct 08 08:23:35 PDT 2019","Tue Oct 08 08:26:02 PDT 2019","Tue Oct 15 08:26:02 PDT 2019","","","","147","0% (0/0)","0% (0/0)","0% (0/0)","13064","16138","14348","10161","13396","<mark>刘华清</mark>指出，学习邓小平新时期军队建设思想，一定要在认真研读原著上下功夫，完整准确地掌握理论的科学体系和精神实质；","不过有点小遗憾的是，<mark>马自达8</mark>采用的是单天窗设计，是4款车型里天窗面积最小的。","本报北京１２月１３日讯记者唐维红报道：今天上午，由中宣部、<mark>全国人大内司委</mark>、共青团中央、国家教委和司法部组成的全国保护明天行动组委会，在人民大会堂隆重表彰“全国未成年人保护工作先进集体”和“中国保护未成年人杰出（优秀）公民”。","在东盟成立三十周年之际，<mark>东盟</mark>各国和中国、日本、韩国的领导人会聚一堂，共同探讨面向二十一世纪的东亚经济合作，展望东亚未来发展的前景，是一个重大创举。","国家教委副主任<mark>柳斌</mark>在讲话中强调，各地要从本地实际出发，认真研究、制定加强中小学德育工作的具体措施，如落实德育经费投入科目单列，培养一批德育专家和特级教师，加强师德建设和改善德育师资待遇等。","刘华清","马自达8","全国人大内司委","东盟","柳斌","[{""FineTypeA0"":""person"",""FineTypeA1"":""car"",""FineTypeA2"":""government agency"",""FineTypeA3"":""organization identifier"",""FineTypeA4"":""person"",""FineTypeB0"":""person identifier"",""FineTypeB1"":""model"",""FineTypeB2"":""civil law"",""FineTypeB3"":""location"",""FineTypeB4"":""person identifier"",""NA0"":{""on"":false},""NA1"":{""on"":false},""NA2"":{""on"":false},""NA3"":{""on"":false},""NA4"":{""on"":false}}]"
"306W7JMRYYBBJ9RAT0S090AHBC08B6","3S3GY25K17OBMZ4A1VAM63J385YKZK","中文词语分类 (entity classification/typing)","标注语句中的词语所代表的实体 的种类","chinese, text, classification, entity, named entity, type, typing, mention, nlp, natural language processing, text mining","$0.10","Tue Oct 08 02:29:23 PDT 2019","4","BatchId:3793008;OriginalHitTemplateId:928390909;","3600","604800","Tue Oct 15 02:29:23 PDT 2019","","","38F5OAUN5OPKXSN79PFR6VD65WBH7R","A24Y1NVEEY1ADM","Submitted","Tue Oct 08 08:31:36 PDT 2019","Tue Oct 08 08:33:19 PDT 2019","Tue Oct 15 08:33:19 PDT 2019","","","","103","0% (0/0)","0% (0/0)","0% (0/0)","15770","12392","14","16724","10385","与<mark>淘宝</mark>不同，“ ”对品牌与服装质量的监管更加严格，用张新建的话说，“我们经营的是自己的网站，自己的品牌，自我监管力度远远要大于淘宝那样的第三方监管。","１１月１２日，国务院总理<mark>李鹏</mark>在东京出席日中友好七团体举行的欢迎招待会，并发表讲话。","谢谢!(<mark>新华社</mark>北京12月31日电)","根据淘宝网与国内最大的市场研究公司<mark>ctr</mark>联合发布《中国消费风向标报告2012》显示，我国居民消费能力持续上扬，2011年上半年家庭平均月支出达3450元，环比上涨了13%。","７．《舞弊及非法行为条例》（香港法例第２８８章）中的附属立法ａ《市政局、区域市政局以及区议会选举费用令》、附属立法ｃ《<mark>立法局</mark>决议》；","淘宝","李鹏","新华社","ctr","立法局","[{""FineTypeA0"":""company"",""FineTypeA1"":""person"",""FineTypeA2"":""publisher"",""FineTypeA4"":""government agency"",""FineTypeB0"":""web portal"",""FineTypeB1"":""person identifier"",""FineTypeB2"":""news agency"",""FineTypeB4"":""law"",""NA0"":{""on"":false},""NA1"":{""on"":false},""NA2"":{""on"":false},""NA3"":{""on"":true},""NA4"":{""on"":false}}]"
"306W7JMRYYBBJ9RAT0S090AHBC08B6","3S3GY25K17OBMZ4A1VAM63J385YKZK","中文词语分类 (entity classification/typing)","标注语句中的词语所代表的实体 的种类","chinese, text, classification, entity, named entity, type, typing, mention, nlp, natural language processing, text mining","$0.10","Tue Oct 08 02:29:23 PDT 2019","4","BatchId:3793008;OriginalHitTemplateId:928390909;","3600","604800","Tue Oct 15 02:29:23 PDT 2019","","","3YWRV122CTCT2SYAJTEW3AYRAORU80","A3BHWNI7NMNI15","Submitted","Tue Oct 08 05:09:32 PDT 2019","Tue Oct 08 05:38:18 PDT 2019","Tue Oct 15 05:38:18 PDT 2019","","","","1726","0% (0/0)","0% (0/0)","0% (0/0)","15770","12392","14","16724","10385","与<mark>淘宝</mark>不同，“ ”对品牌与服装质量的监管更加严格，用张新建的话说，“我们经营的是自己的网站，自己的品牌，自我监管力度远远要大于淘宝那样的第三方监管。","１１月１２日，国务院总理<mark>李鹏</mark>在东京出席日中友好七团体举行的欢迎招待会，并发表讲话。","谢谢!(<mark>新华社</mark>北京12月31日电)","根据淘宝网与国内最大的市场研究公司<mark>ctr</mark>联合发布《中国消费风向标报告2012》显示，我国居民消费能力持续上扬，2011年上半年家庭平均月支出达3450元，环比上涨了13%。","７．《舞弊及非法行为条例》（香港法例第２８８章）中的附属立法ａ《市政局、区域市政局以及区议会选举费用令》、附属立法ｃ《<mark>立法局</mark>决议》；","淘宝","李鹏","新华社","ctr","立法局","[{""FineTypeA0"":""online shopping"",""FineTypeA1"":""officer"",""FineTypeA2"":""news media"",""FineTypeA3"":""company"",""FineTypeA4"":""government agency"",""FineTypeB0"":""website"",""FineTypeB1"":""leader"",""FineTypeB2"":""company"",""NA0"":{""on"":false},""NA1"":{""on"":false},""NA2"":{""on"":false},""NA3"":{""on"":true},""NA4"":{""on"":true}}]"
"30IRMPJWDZWIUHA0YMBTZKOCOYXKRE","3S3GY25K17OBMZ4A1VAM63J385YKZK","中文词语分类 (entity classification/typing)","标注语句中的词语所代表的实体 的种类","chinese, text, classification, entity, named entity, type, typing, mention, nlp, natural language processing, text mining","$0.10","Tue Oct 08 02:29:23 PDT 2019","4","BatchId:3793008;OriginalHitTemplateId:928390909;","3600","604800","Tue Oct 15 02:29:23 PDT 2019","","","3QJOXOW4XK4RYL3SNU9A4ADJ85AEMF","A24Y1NVEEY1ADM","Submitted","Tue Oct 08 08:00:50 PDT 2019","Tue Oct 08 08:04:08 PDT 2019","Tue Oct 15 08:04:08 PDT 2019","","","","198","0% (0/0)","0% (0/0)","0% (0/0)","4031","1874","8859","13132","14905","<mark>它</mark>飞行4天半、行程24万英里后，将进入月球轨道，在距月球表面62英里的高度绕月飞行。","然而<mark>我</mark>在温州采访时，更多碰到的却不是“老板”，而是文质彬彬的读书人。","接受<mark>中醫藥緣雜誌</mark>訪問，帶埋個仔出鏡。","<mark>张万年</mark>的题词是：『辉煌的业绩，不朽的丰碑』；","十个文明服务示范旅行社是：中国国际旅行社总社中国公民部、北京铁路国际旅行社、上海春秋国际旅行社、江苏省海外旅游公司、浙江杭州梅苑旅行社、福建厦门海外环球旅行社、山东青岛航空旅行社、<mark>广东铁道中国青年旅行社</mark>、云南大理茶花旅行社、陕西西安中国国际旅行社。","它","我","中醫藥緣雜誌","张万年","广东铁道中国青年旅行社","[{""FineTypeA0"":""object"",""FineTypeA1"":""person"",""FineTypeA2"":""book"",""FineTypeA3"":""person"",""FineTypeA4"":""company"",""FineTypeB0"":""transport"",""FineTypeB1"":""identification"",""FineTypeB2"":""medical association"",""FineTypeB3"":""identification"",""FineTypeB4"":""tour"",""NA0"":{""on"":false},""NA1"":{""on"":false},""NA2"":{""on"":false},""NA3"":{""on"":false},""NA4"":{""on"":false}}]"
"30IRMPJWDZWIUHA0YMBTZKOCOYXKRE","3S3GY25K17OBMZ4A1VAM63J385YKZK","中文词语分类 (entity classification/typing)","标注语句中的词语所代表的实体 的种类","chinese, text, classification, entity, named entity, type, typing, mention, nlp, natural language processing, text mining","$0.10","Tue Oct 08 02:29:23 PDT 2019","4","BatchId:3793008;OriginalHitTemplateId:928390909;","3600","604800","Tue Oct 15 02:29:23 PDT 2019","","","3RYC5T2D746MSS5A1GL2KL6XSZARP0","A3BHWNI7NMNI15","Submitted","Tue Oct 08 07:50:29 PDT 2019","Tue Oct 08 07:59:44 PDT 2019","Tue Oct 15 07:59:44 PDT 2019","","","","555","0% (0/0)","0% (0/0)","0% (0/0)","4031","1874","8859","13132","14905","<mark>它</mark>飞行4天半、行程24万英里后，将进入月球轨道，在距月球表面62英里的高度绕月飞行。","然而<mark>我</mark>在温州采访时，更多碰到的却不是“老板”，而是文质彬彬的读书人。","接受<mark>中醫藥緣雜誌</mark>訪問，帶埋個仔出鏡。","<mark>张万年</mark>的题词是：『辉煌的业绩，不朽的丰碑』；","十个文明服务示范旅行社是：中国国际旅行社总社中国公民部、北京铁路国际旅行社、上海春秋国际旅行社、江苏省海外旅游公司、浙江杭州梅苑旅行社、福建厦门海外环球旅行社、山东青岛航空旅行社、<mark>广东铁道中国青年旅行社</mark>、云南大理茶花旅行社、陕西西安中国国际旅行社。","它","我","中醫藥緣雜誌","张万年","广东铁道中国青年旅行社","[{""FineTypeA0"":""aircraft"",""FineTypeA1"":""person"",""FineTypeA2"":""news media"",""FineTypeA3"":""person"",""FineTypeA4"":""travel agency"",""FineTypeB0"":""machine"",""FineTypeB1"":""correspondent"",""FineTypeB2"":""company"",""FineTypeB3"":""writer"",""FineTypeB4"":""company"",""NA0"":{""on"":false},""NA1"":{""on"":false},""NA2"":{""on"":false},""NA3"":{""on"":false},""NA4"":{""on"":false}}]"
"30IRMPJWDZWIUHA0YMBTZKOCOYXKRE","3S3GY25K17OBMZ4A1VAM63J385YKZK","中文词语分类 (entity classification/typing)","标注语句中的词语所代表的实体 的种类","chinese, text, classification, entity, named entity, type, typing, mention, nlp, natural language processing, text mining","$0.10","Tue Oct 08 02:29:23 PDT 2019","4","BatchId:3793008;OriginalHitTemplateId:928390909;","3600","604800","Tue Oct 15 02:29:23 PDT 2019","","","3TEM0PF1Q6AP31IL2UBS0VOL503D0P","AWUNZYCD5CZBE","Submitted","Wed Oct 09 13:57:05 PDT 2019","Wed Oct 09 14:00:43 PDT 2019","Wed Oct 16 14:00:43 PDT 2019","","","","218","0% (0/0)","0% (0/0)","0% (0/0)","4031","1874","8859","13132","14905","<mark>它</mark>飞行4天半、行程24万英里后，将进入月球轨道，在距月球表面62英里的高度绕月飞行。","然而<mark>我</mark>在温州采访时，更多碰到的却不是“老板”，而是文质彬彬的读书人。","接受<mark>中醫藥緣雜誌</mark>訪問，帶埋個仔出鏡。","<mark>张万年</mark>的题词是：『辉煌的业绩，不朽的丰碑』；","十个文明服务示范旅行社是：中国国际旅行社总社中国公民部、北京铁路国际旅行社、上海春秋国际旅行社、江苏省海外旅游公司、浙江杭州梅苑旅行社、福建厦门海外环球旅行社、山东青岛航空旅行社、<mark>广东铁道中国青年旅行社</mark>、云南大理茶花旅行社、陕西西安中国国际旅行社。","它","我","中醫藥緣雜誌","张万年","广东铁道中国青年旅行社","[{""FineTypeA2"":""medical association"",""FineTypeA3"":""leader"",""FineTypeA4"":""travel agency"",""FineTypeB2"":""雜誌體裁"",""FineTypeB3"":""領導"",""FineTypeB4"":""旅游信息处"",""NA0"":{""on"":true},""NA1"":{""on"":true},""NA2"":{""on"":false},""NA3"":{""on"":false},""NA4"":{""on"":false}}]"
